links,names,ratings,cuisine,price_for_one
https://www.zomato.com/hyderabad/curry-pot-pg-road-secunderabad/order,Curry Pot,4,"North Indian, Chinese, South Indian, Continental, Sandwich, Beverages, Juices, Ice Cream",300
https://www.zomato.com/hyderabad/shree-balaji-suraj-mithai-bhandar-meerpet/order,Shree Balaji Suraj Mithai Bhandar,4.1,"Mithai, Street Food",300
https://www.zomato.com/hyderabad/waffle-house-banjara-hills/order,Waffle House,3.7,Cafe,300
https://www.zomato.com/hyderabad/mayodia-cakes-n-bakes-saroor-nagar/order,Mayodia Cakes N Bakes,4.3,"Bakery, Desserts, Fast Food",300
https://www.zomato.com/hyderabad/fruitfull-dilsukhnagar/order,Fruitfull,3.9,Healthy Food,300
https://www.zomato.com/hyderabad/iceberg-organic-icecreams-himayath-nagar/order,Iceberg Organic Icecreams,3.8,"Desserts, Ice Cream",300
https://www.zomato.com/hyderabad/birthday-cakes-saroor-nagar/order,Birthday Cakes,4,Bakery,300
https://www.zomato.com/hyderabad/the-joint-himayath-nagar/order,The Joint,3.4,"Fast Food, Lebanese",300
https://www.zomato.com/hyderabad/ridas-biryani-house-home-made-food-chandrayanagutta/order,Rida's Biryani House (Home Made Food),-,"Hyderabadi, North Indian",300
https://www.zomato.com/hyderabad/currypoint-foods-of-shathamana-bavathi-dilsukhnagar/order,Currypoint Foods Of Shathamana Bavathi,-,South Indian,300
https://www.zomato.com/hyderabad/lunchbox-meals-and-thalis-saroor-nagar/order,LunchBox - Meals and Thalis,3.5,"Asian, Biryani, North Indian",300
https://www.zomato.com/hyderabad/gupta-tiffins-fast-food-charminar/order,Gupta Tiffins & Fast Food,4.1,"South Indian, Chinese, Sichuan",300
https://www.zomato.com/hyderabad/tasty-bite-mehdipatnam/order,Tasty Bite,-,"Burger, Chinese, Fast Food, Beverages",100
https://www.zomato.com/hyderabad/cakes-online-1-dilsukhnagar/order,Cakes Online,3.8,"Bakery, Desserts",100
https://www.zomato.com/hyderabad/laddu-ji-malakpet/order,Laddu ji,3.8,"Mithai, Desserts",100
https://www.zomato.com/hyderabad/mahboob-bakers-chandrayanagutta/order,Mahboob Bakers,3.8,"Bakery, Desserts, Fast Food",100
https://www.zomato.com/hyderabad/house-of-candy-panjagutta/order,House Of Candy,4,Desserts,100
https://www.zomato.com/hyderabad/kiran-ki-rasoi-charminar/order,Kiran Ki Rasoi,4.1,"North Indian, Chinese, Biryani, Desserts",100
https://www.zomato.com/hyderabad/ttt-juice-center-mehdipatnam/order,TTT Juice Center,4.2,"Juices, Beverages, Shake",100
https://www.zomato.com/hyderabad/sri-rami-reddy-pure-ghee-sweets-railway-station-road-secunderabad/order,Sri Rami Reddy Pure Ghee Sweets,4.3,"Mithai, Street Food",100
https://www.zomato.com/hyderabad/punjab-national-hotel-pnh-banjara-hills/order,Punjab National Hotel-PNH,4,"Mughlai, North Indian",100
https://www.zomato.com/hyderabad/mast-kalandar-the-kitchen-koti/order,Mast Kalandar The Kitchen,4.1,"North Indian, Rajasthani, Fast Food, Street Food",100
https://www.zomato.com/hyderabad/masala-republic-himayath-nagar/order,Masala Republic,4.2,"North Indian, Continental, Healthy Food, Fast Food, Burger, Pasta, Beverages, Desserts",100
https://www.zomato.com/hyderabad/punjabi-rasoi-2-attapur/order,Punjabi Rasoi,4.3,North Indian,100
https://www.zomato.com/hyderabad/shiv-shakti-jodhpur-sweets-begum-bazaar/order,Shiv Shakti Jodhpur Sweets,4.2,"Mithai, Street Food",50
https://www.zomato.com/hyderabad/indulge-ice-cream-by-almond-house-1-banjara-hills/order,Indulge Ice Cream By Almond House,4,"Desserts, Ice Cream",50
https://www.zomato.com/hyderabad/juice-express-dilsukhnagar/order,Juice Express,-,"Juices, Healthy Food",50
https://www.zomato.com/hyderabad/homely-meals-and-curries-center-dilsukhnagar/order,Homely Meals And Curries Center,-,Mughlai,50
https://www.zomato.com/hyderabad/bai-ji-ka-choka-begum-bazaar/order,Bai Ji Ka Choka,4,South Indian,50
https://www.zomato.com/hyderabad/amrit-juice-centre-rtc-x-roads/order,Amrit Juice Centre,3.9,"Beverages, Juices, Shake",50
https://www.zomato.com/hyderabad/amma-special-food-amberpet/order,Amma Special Food,4,South Indian,50
https://www.zomato.com/hyderabad/gayathri-bhavan-somajiguda/order,Gayathri Bhavan,4,"South Indian, North Indian, Chinese",50
https://www.zomato.com/hyderabad/desi-food-zone-charminar/order,Desi Food Zone,-,"Maharashtrian, Fast Food, Chinese, North Indian, Bakery, Mithai, Desserts",50
https://www.zomato.com/hyderabad/tcs-the-cake-story-himayath-nagar/order,TCS The Cake Story,4,Bakery,50
https://www.zomato.com/hyderabad/gladiator-nutrition-and-food-attapur/order,Gladiator Nutrition And Food,4,"Fast Food, Healthy Food, Beverages",50
https://www.zomato.com/hyderabad/biryani-house-6-charminar/order,Biryani House,3.4,"North Indian, Fast Food, Desserts",50
https://www.zomato.com/hyderabad/ae-spice-villa-kothapet/order,Ae Spice Villa,3.7,"North Indian, Fast Food",150
https://www.zomato.com/hyderabad/nue-cafe-jubilee-hills/order,Nue Cafe,3.9,"Cafe, Bakery, Pizza, Italian, Healthy Food, Tea",150
https://www.zomato.com/hyderabad/as-bakers-saroor-nagar/order,As Bakers,4.1,"Bakery, Desserts",150
https://www.zomato.com/hyderabad/tasty-guru-mehdipatnam/order,Tasty Guru,4,"South Indian, Chinese",150
https://www.zomato.com/hyderabad/1-kg-curries-dilsukhnagar/order,1 Kg Curries,-,South Indian,150
https://www.zomato.com/hyderabad/brista-restaurant-saroor-nagar/order,Brista Restaurant,3.9,"Chinese, North Indian, Biryani, Mughlai, Sichuan, Shawarma",150
https://www.zomato.com/hyderabad/hussains-food-court-1-mehdipatnam/order,Hussain's Food Court,-,"Chinese, South Indian",150
https://www.zomato.com/hyderabad/the-favorite-biryani-and-shawarma-dilsukhnagar/order,The Favorite Biryani And Shawarma,3.2,"Biryani, Chinese, Shawarma",150
https://www.zomato.com/hyderabad/zorro-milkshakes-and-thickshakes-himayath-nagar/order,Zorro - Milkshakes And Thickshakes,3.5,"Shake, Beverages",150
https://www.zomato.com/hyderabad/bhagyalaxmi-tiffin-centre-adikmet/order,Bhagyalaxmi Tiffin Centre,4,South Indian,150
https://www.zomato.com/hyderabad/juice-and-sandwich-point-1-mehdipatnam/order,Juice And Sandwich Point,4.1,"Beverages, Sandwich, Juices, Salad, Healthy Food, Shake",150
https://www.zomato.com/hyderabad/shahi-zaiqa-basheer-bagh/order,Shahi Zaiqa,3.8,Hyderabadi,150
https://www.zomato.com/hyderabad/tempteas-rtc-x-roads/order,Tempteas,3.6,"Fast Food, Street Food, Ice Cream, Beverages",100
https://www.zomato.com/hyderabad/the-kulfi-falooda-project-banjara-hills/order,The Kulfi Falooda Project,3.1,Ice Cream,100
https://www.zomato.com/hyderabad/shawarma-station-l-b-nagar/order,Shawarma Station,3.6,"Fast Food, Shawarma",100
https://www.zomato.com/hyderabad/sundae-everyday-ice-creams-banjara-hills/order,Sundae Everyday Ice Creams,3.8,"Ice Cream, Desserts, Shake",100
https://www.zomato.com/hyderabad/mohammedi-confectioners-1-ghansi-bazaar/order,Mohammedi Confectioners,4.1,Mithai,100
https://www.zomato.com/hyderabad/the-pork-affair-1-koti/order,The Pork Affair,4.3,"South Indian, Biryani",100
https://www.zomato.com/hyderabad/i-creamy-cafe-nallakunta/order,I-Creamy Cafe,3.7,"Fast Food, Sandwich, Ice Cream, Beverages, Shake",100
https://www.zomato.com/hyderabad/shake-studio-himayath-nagar/order,Shake Studio,3.7,"Beverages, Fast Food, Shake, Waffle",100
https://www.zomato.com/hyderabad/royal-biryani-kababs-masab-tank/order,Royal Biryani & Kababs,3.7,"North Indian, Chinese, Biryani",100
https://www.zomato.com/hyderabad/sri-krishna-sweets-ameerpet/order,Sri Krishna Sweets,4.7,Mithai,100
https://www.zomato.com/hyderabad/the-health-bowl-dilsukhnagar/order,The Health Bowl,3.1,"Healthy Food, Beverages, Shake",100
https://www.zomato.com/hyderabad/dosa-express-dilsukhnagar/order,Dosa Express,4.1,South Indian,100
https://www.zomato.com/hyderabad/n-village-restaurant-meerpet/order,N Village Restaurant,4.2,"Chinese, North Indian, Mughlai",300
https://www.zomato.com/hyderabad/cocoworks-ameerpet/order,Cocoworks,3.9,Beverages,300
https://www.zomato.com/hyderabad/cravings-cafe-2-attapur/order,Cravings Cafe,4,"Cafe, Pizza, Fast Food",300
https://www.zomato.com/hyderabad/krishna-idlis-dosas-abids/order,Krishna Idli's & Dosa's,3.9,"South Indian, Pizza",300
https://www.zomato.com/hyderabad/fnp-cakes-and-more-marredpally-secunderabad/order,FNP Cakes And More,4,Bakery,300
https://www.zomato.com/hyderabad/hassan-grand-restaurant-mehdipatnam/order,Hassan Grand Restaurant,3.8,"Chinese, South Indian, North Indian, Mughlai, Street Food, Biryani",300
https://www.zomato.com/hyderabad/aroma-food-court-himayath-nagar/order,Aroma Food Court,4,"South Indian, Chinese",300
https://www.zomato.com/hyderabad/cafe-aroha-kothapet/order,Cafe Aroha,3.2,"Pizza, Burger, Fast Food",300
https://www.zomato.com/hyderabad/cake-krejoi-rtc-x-roads/order,Cake Krejoi,4,"Bakery, Desserts, Shake",300
https://www.zomato.com/hyderabad/bhaijaans-avenue-multi-cuisine-restaurant-chandrayanagutta/order,Bhaijaan's Avenue Multi cuisine Restaurant,New,"Fast Food, Chinese, North Indian, Biryani, Mughlai, Beverages",300
https://www.zomato.com/hyderabad/green-park-hotel-saroor-nagar/order,Green Park Hotel,-,Hyderabadi,300
https://www.zomato.com/hyderabad/100-rakhala-inti-bojanam-dilsukhnagar/order,100 Rakhala Inti Bojanam,-,"Street Food, Andhra",300
https://www.zomato.com/hyderabad/gongura-pappu-tomato-appu-palakura-pappu-100-curries-dilsukhnagar/order,"Gongura Pappu,Tomato Appu,Palakura Pappu 100 curries",3.5,South Indian,100
https://www.zomato.com/hyderabad/sri-balaji-sweets-charminar/order,Sri Balaji Sweets,3.9,"Mithai, Street Food",100
https://www.zomato.com/hyderabad/d-lounge-tea-shakes-and-snacks-dilsukhnagar/order,D Lounge- Tea Shakes And Snacks,3.8,"Beverages, Shake, Tea, Juices, Street Food",100
https://www.zomato.com/hyderabad/frykiki-3-himayath-nagar/order,Frykiki,3.4,"Cafe, Fast Food, Chinese, Beverages",100
https://www.zomato.com/hyderabad/roobaroo-cafe-1-saroor-nagar/order,Roobaroo Cafe,4.3,"Cafe, Continental, Fast Food, Desserts, Beverages",100
https://www.zomato.com/hyderabad/sri-balaji-mithai-bhandar-3-falaknuma/order,Sri Balaji Mithai Bhandar,3.9,Mithai,100
https://www.zomato.com/hyderabad/tea-time-falaknuma/order,Tea Time,4,"Beverages, Tea",100
https://www.zomato.com/hyderabad/cakes-pastries-banjara-hills/order,Cakes & Pastries,3.9,"Bakery, Desserts",100
https://www.zomato.com/hyderabad/heritage-ice-creams-saroor-nagar/order,Heritage Ice Creams,-,Ice Cream,100
https://www.zomato.com/hyderabad/star-paan-shop-ghansi-bazaar/order,Star Paan Shop,4.3,"Paan, Ice Cream",100
https://www.zomato.com/hyderabad/raju-rani-inti-ruchulu-dilsukhnagar/order,Raju Rani Inti Ruchulu,-,Mughlai,100
https://www.zomato.com/hyderabad/saleem-stores-the-pan-parlour-malakpet/order,Saleem Stores The Pan Parlour,4.3,Paan,100
https://www.zomato.com/hyderabad/shresta-ruchi-food-court-khairatabad/order,Shresta Ruchi Food Court,3.6,"Chinese, South Indian, North Indian",100
https://www.zomato.com/hyderabad/getawhey-healthy-ice-creams-2-malakpet/order,GetAWhey - Healthy Ice Creams,4,Ice Cream,100
https://www.zomato.com/hyderabad/the-wrap-co-masab-tank/order,The Wrap Co.,3.7,"Wraps, Rolls, Fast Food, Desserts, Beverages",100
https://www.zomato.com/hyderabad/cakes-99-1-dilsukhnagar/order,Cakes 99,3.9,"Bakery, Desserts",100
https://www.zomato.com/hyderabad/new-agra-sweets-begum-bazaar/order,New Agra Sweets,4.4,"Mithai, Desserts",100
https://www.zomato.com/hyderabad/kohinoor-restaurant-falaknuma/order,Kohinoor Restaurant,-,"North Indian, Chinese, Seafood",100
https://www.zomato.com/hyderabad/bombay-bar-restaurant-nampally/order,Bombay Bar & Restaurant,3.8,"North Indian, Chinese, Seafood",100
https://www.zomato.com/hyderabad/sri-bhanu-tiffin-center-masab-tank/order,Sri Bhanu Tiffin Center,4,"Andhra, Hyderabadi",100
https://www.zomato.com/hyderabad/milan-bakery-falaknuma/order,Milan Bakery,3.5,Bakery,100
https://www.zomato.com/hyderabad/occasionkart-cakes-dilsukhnagar/order,Occasionkart Cakes,4.1,"Bakery, Desserts, Pizza, Sandwich, Burger, Fast Food",100
https://www.zomato.com/hyderabad/cakes-den-2-dilsukhnagar/order,Cakes Den,3.5,"Bakery, Desserts, Ice Cream",100
https://www.zomato.com/hyderabad/govind-di-maggie-attapur/order,Govind Di Maggie,3.8,Fast Food,100
https://www.zomato.com/hyderabad/jai-balaji-mithai-bhandar-meerpet/order,Jai Balaji Mithai Bhandar,-,"Mithai, Street Food",150
https://www.zomato.com/hyderabad/cakes-papaji-banjara-hills/order,Cakes Papaji,3.2,"Bakery, Desserts",150
https://www.zomato.com/hyderabad/sri-sai-bakery-1-saroor-nagar/order,Sri Sai Bakery,4.1,"Bakery, Desserts, Fast Food, Beverages",150
https://www.zomato.com/hyderabad/patels-chips-crisps-kacheguda/order,Patel's Chips & Crisps,4.3,Street Food,150
https://www.zomato.com/hyderabad/badam-and-kaju-ki-jali-the-imperial-sweet-house-charminar/order,Badam And Kaju Ki Jali ( The Imperial Sweet House),4.4,Mithai,150
https://www.zomato.com/hyderabad/angel-bakers-koti/order,Angel Bakers,4.2,"Bakery, Desserts",150
https://www.zomato.com/hyderabad/sri-balaji-papalal-mithai-bhandar-adikmet/order,Sri Balaji Papalal Mithai Bhandar,4.3,"Mithai, Street Food",150
https://www.zomato.com/hyderabad/us-live-pops-khairatabad/order,US Live Pops,4.6,Fast Food,150
https://www.zomato.com/hyderabad/havmor-1-himayath-nagar/order,Havmor,4,"Ice Cream, Desserts, Beverages",150
https://www.zomato.com/hyderabad/famous-fried-chicken-l-b-nagar/order,Famous Fried Chicken,4,"North Indian, Fast Food, Wraps, Desserts, Shake",150
https://www.zomato.com/hyderabad/govis-organic-foods-khairatabad/order,Govi's Organic Foods,3.9,Mithai,150
https://www.zomato.com/hyderabad/heavenly-biryani-dilsukhnagar/order,Heavenly Biryani,-,"Biryani, Beverages",150
https://www.zomato.com/hyderabad/cake-24x7-1-ameerpet/order,Cake 24x7,3.6,"Bakery, Desserts",150
https://www.zomato.com/hyderabad/lassi-falooda-co-banjara-hills/order,Lassi & Falooda Co.,3.2,Beverages,150
https://www.zomato.com/hyderabad/homely-kitchen-charminar/order,Homely Kitchen,3.8,"North Indian, Fast Food, Desserts",150
https://www.zomato.com/hyderabad/kitchen-maha-raja-2-charminar/order,Kitchen Maha Raja,3.7,"North Indian, Fast Food, Desserts",150
https://www.zomato.com/hyderabad/aaromale-film-nagar/order,Aaromale,3.9,"Cafe, Mexican, Italian, Pizza, Coffee, Tea, Desserts, Burger",150
https://www.zomato.com/hyderabad/special-cakes-meerpet/order,Special Cakes,3.7,"Bakery, Desserts",150
https://www.zomato.com/hyderabad/flavours-curated-by-itc-kakatiya-begumpet/order,Flavours Curated By ITC Kakatiya,4.1,"North Indian, Mughlai, Biryani",150
https://www.zomato.com/hyderabad/eggsplode-1-narayanguda/order,Eggsplode,3.9,"Healthy Food, Fast Food, Beverages",150
https://www.zomato.com/hyderabad/burger-hubs-l-b-nagar/order,Burger Hub's,3.6,"Burger, Fast Food, Desserts",150
https://www.zomato.com/hyderabad/sitara-foods-basheer-bagh/order,Sitara Foods,4.1,South Indian,150
https://www.zomato.com/hyderabad/the-sandwich-story-banjara-hills/order,The Sandwich Story,3.1,"Sandwich, Beverages",150
https://www.zomato.com/hyderabad/24-7-gallery-café-hyatt-place-banjara-hills/order,24/7 Gallery Café - Hyatt Place,3.4,"Beverages, North Indian, Asian, Continental, Sichuan, Waffle",150
https://www.zomato.com/hyderabad/sree-sai-satyanarayana-mithai-bhandar-begum-bazaar/order,Sree Sai Satyanarayana Mithai Bhandar,4.2,"Mithai, Street Food, Desserts",100
https://www.zomato.com/hyderabad/ironhill-cafe-jubilee-hills/order,Ironhill Cafe,2.8,"Cafe, Beverages, Coffee, Shake, Tea, Bubble Tea, Pancake",100
https://www.zomato.com/hyderabad/balaji-mithai-wala-chat-saroor-nagar/order,Balaji Mithai Wala & Chat,3.7,"Mithai, Street Food",100
https://www.zomato.com/hyderabad/wild-fries-and-corn-falaknuma/order,Wild Fries And Corn,4.1,"Fast Food, Shake, Beverages, Sichuan",100
https://www.zomato.com/hyderabad/chai-amruth-meerpet/order,Chai Amruth,4,Beverages,100
https://www.zomato.com/hyderabad/shero-home-food-andhra-2-mehdipatnam/order,Shero Home Food - Andhra,New,"South Indian, Andhra",100
https://www.zomato.com/hyderabad/the-kadak-dosa-dilsukhnagar/order,The Kadak Dosa,4,"Beverages, South Indian",100
https://www.zomato.com/hyderabad/small-mixed-rice-veg-non-veg-dilsukhnagar/order,Small Mixed Rice Veg Non Veg,-,"South Indian, North Indian",100
https://www.zomato.com/hyderabad/mini-box-house-of-curries-dilsukhnagar/order,Mini Box House Of Curries,-,South Indian,100
https://www.zomato.com/hyderabad/turkish-shawarma-and-burgers-malakpet/order,Turkish Shawarma And Burgers,3.6,"Fast Food, Shawarma",100
https://www.zomato.com/hyderabad/fresco-grillicious-broasted-malakpet/order,Fresco Grillicious & Broasted,-,"Lebanese, Wraps, Burger, Fast Food, Desserts, Shawarma",100
https://www.zomato.com/hyderabad/smiley-mohan-fast-food-mehdipatnam/order,Smiley Mohan Fast Food,4,"Fast Food, Chinese, Sichuan",100
https://www.zomato.com/hyderabad/chai-chowrasta-himayath-nagar/order,Chai Chowrasta,-,"Fast Food, Beverages",100
https://www.zomato.com/hyderabad/food-adda-himayath-nagar/order,Food Adda,3.8,"Fast Food, Sandwich, Pizza, Burger, Beverages, Waffle, Tea, Coffee",100
https://www.zomato.com/hyderabad/chai-and-more-charminar/order,Chai And More,New,"Fast Food, Shake, Beverages",100
https://www.zomato.com/hyderabad/star-rotis-and-catering-service-rajendra-nagar/order,Star Rotis And Catering Service,-,North Indian,100
https://www.zomato.com/hyderabad/tiffin-point-saroor-nagar/order,Tiffin Point,-,South Indian,100
https://www.zomato.com/hyderabad/dream-dessert-ice-cream-malakpet/order,Dream Dessert Ice Cream,-,"Ice Cream, Desserts",100
https://www.zomato.com/hyderabad/ganga-rambhabu-currypoint-and-mess-dilsukhnagar/order,Ganga Rambhabu Currypoint And Mess,-,South Indian,100
https://www.zomato.com/hyderabad/kings-food-court-abids/order,Kings Food Court,-,"North Indian, Chinese, Sichuan",100
https://www.zomato.com/hyderabad/bagara-rice-meals-center-dilsukhnagar/order,Bagara Rice Meals Center,-,"Andhra, Hyderabadi",100
https://www.zomato.com/hyderabad/cafe-marka-banjara-hills/order,Cafe Marka,-,"Continental, Italian, American, Cafe, Beverages",100
https://www.zomato.com/hyderabad/kiran-tiffin-centre-dilsukhnagar/order,Kiran Tiffin Centre,-,South Indian,100
https://www.zomato.com/hyderabad/paradise-bakery-by-paradise-biryani-koti/order,Paradise Bakery - By Paradise Biryani,-,"Bakery, Desserts",100
https://www.zomato.com/hyderabad/amogh-multicuisine-restaurant-kacheguda/order,Amogh Multicuisine Restaurant,-,"Biryani, South Indian",250
https://www.zomato.com/hyderabad/kulfi-nation-malakpet/order,Kulfi Nation,4,"Ice Cream, Desserts, Cafe",250
https://www.zomato.com/hyderabad/hunger-langar-charminar/order,Hunger Langar,3.7,"Fast Food, Burger, Pizza, Sandwich",250
https://www.zomato.com/hyderabad/sambhar-bhojanam-mess-dilsukhnagar/order,Sambhar Bhojanam Mess,-,"South Indian, North Indian",250
https://www.zomato.com/hyderabad/jk-tiffins-malakpet/order,Jk Tiffins,3.3,South Indian,250
https://www.zomato.com/hyderabad/veg-and-non-veg-curry-bazar-dilsukhnagar/order,Veg And Non Veg Curry Bazar,-,South Indian,250
https://www.zomato.com/hyderabad/hangout-rtc-x-roads/order,Hangout,-,"Biryani, Chinese, Shake",250
https://www.zomato.com/hyderabad/20-curries-meals-dilsukhnagar/order,20 Curries Meals,-,"South Indian, North Indian",250
https://www.zomato.com/hyderabad/fryed-wings-dilsukhnagar/order,Fryed Wings,3.2,"Fast Food, Roast Chicken",250
https://www.zomato.com/hyderabad/dosa-street-attapur/order,Dosa Street,3.3,South Indian,250
https://www.zomato.com/hyderabad/cost-to-cost-curry-point-dilsukhnagar/order,Cost To Cost Curry Point,-,South Indian,250
https://www.zomato.com/hyderabad/cakes-07-kothapet/order,Cakes 07,4,"Bakery, Desserts",250
https://www.zomato.com/hyderabad/non-veg-and-veg-bojanam-dilsukhnagar/order,Non Veg  And Veg Bojanam,-,"Andhra, Street Food",150
https://www.zomato.com/hyderabad/chapathi-and-pulka-center-dilsukhnagar/order,Chapathi And Pulka Center,3,"South Indian, Street Food",150
https://www.zomato.com/hyderabad/office-box-meals-veg-and-non-veg-dilsukhnagar/order,Office Box Meals ( Veg And Non Veg),-,South Indian,150
https://www.zomato.com/hyderabad/exotic-fruit-bowl-himayath-nagar/order,Exotic Fruit Bowl,4,Healthy Food,150
https://www.zomato.com/hyderabad/nice-tiffins-musheerabad/order,Nice Tiffins,3.7,South Indian,150
https://www.zomato.com/hyderabad/amma-chapathi-pulkha-roti-point-dilsukhnagar/order,Amma Chapathi Pulkha Roti Point,-,South Indian,150
https://www.zomato.com/hyderabad/new-rajasthan-chat-bhandar-koti/order,New Rajasthan Chat Bhandar,3.6,Street Food,150
https://www.zomato.com/hyderabad/ice-n-spice-hotel-inner-circle-somajiguda/order,Ice n Spice - Hotel Inner Circle,3.5,"North Indian, Chinese, Ice Cream, Continental, Desserts, Beverages, Shake",150
https://www.zomato.com/hyderabad/telugu-vari-inti-ruchulu-dilsukhnagar/order,Telugu Vari Inti Ruchulu,-,South Indian,150
https://www.zomato.com/hyderabad/smoodies-masab-tank/order,Smoodies,-,Beverages,150
https://www.zomato.com/hyderabad/sri-shagun-mithai-vatika-himayath-nagar/order,Sri Shagun Mithai Vatika,4.5,Mithai,150
https://www.zomato.com/hyderabad/healing-rice-bowls-banjara-hills/order,Healing Rice Bowls,-,"North Indian, South Indian",150
https://www.zomato.com/hyderabad/sri-ganesh-tiffins-abids/order,Sri Ganesh Tiffins,4,South Indian,100
https://www.zomato.com/hyderabad/quench-paan-smoothies-rani-gunj-secunderabad/order,Quench Paan & Smoothies,4.4,"Paan, Beverages, Street Food, Fast Food",100
https://www.zomato.com/hyderabad/teachers-kitchen-food-charminar/order,Teacher’s Kitchen & Food,3.5,"Lebanese, Sandwich, Burger",100
https://www.zomato.com/hyderabad/bullet-bandi-curry-point-dilsukhnagar/order,Bullet Bandi Curry Point,-,"South Indian, North Indian",100
https://www.zomato.com/hyderabad/inox-kacheguda/order,INOX,-,"Fast Food, Street Food",100
https://www.zomato.com/hyderabad/new-shahi-naan-malakpet/order,New Shahi Naan,4.3,North Indian,100
https://www.zomato.com/hyderabad/really-homely-foods-hotel-dilsukhnagar/order,Really Homely Foods Hotel,-,South Indian,100
https://www.zomato.com/hyderabad/cakes-temptations-banjara-hills/order,Cakes Temptations,2.9,"Bakery, Desserts",100
https://www.zomato.com/hyderabad/v-cafe-meals-by-pvr-malakpet/order,V Cafe- Meals By PVR,4,"Burger, Sandwich, Fast Food",100
https://www.zomato.com/hyderabad/cravery-cafe-jubilee-hills/order,Cravery Cafe,4,"Cafe, Continental, Fast Food, Salad, Healthy Food, Shake, Coffee, Desserts",100
https://www.zomato.com/hyderabad/hotel-rajdhani-begum-bazaar/order,Hotel Rajdhani,4,"South Indian, North Indian, Chinese, Beverages, Desserts",100
https://www.zomato.com/hyderabad/ofen-banjara-hills/order,Ofen,4.2,"Cafe, Coffee, Sandwich, Italian, Mexican, Pasta, Fast Food",100
https://www.zomato.com/hyderabad/bakers-s-treat-kothapet/order,Bakers 'S' Treat,3.5,"Bakery, Fast Food, Chinese, Beverages, Desserts, Sichuan, Pizza",100
https://www.zomato.com/hyderabad/mana-inti-ruchulu-dilsukhnagar/order,Mana Inti Ruchulu,3.3,"South Indian, Andhra",100
https://www.zomato.com/hyderabad/cakes-hub-banjara-hills/order,Cakes Hub,3.7,Bakery,100
https://www.zomato.com/hyderabad/myfroyoland-himayath-nagar/order,Myfroyoland,3.8,"Frozen Yogurt, Desserts",100
https://www.zomato.com/hyderabad/jai-bhavani-tiffin-center-1-malakpet/order,Jai Bhavani Tiffin Center,4.2,South Indian,100
https://www.zomato.com/hyderabad/italian-express-basheer-bagh/order,Italian Express,4,"Chinese, Fast Food, Pizza, Pasta, Italian",100
https://www.zomato.com/hyderabad/barista-khairatabad/order,Barista,3.6,"Cafe, Coffee, Beverages, Fast Food",100
https://www.zomato.com/hyderabad/sri-ramakrishna-reddy-pure-ghee-sweets-dilsukhnagar/order,Sri Ramakrishna Reddy Pure Ghee Sweets,-,Mithai,100
https://www.zomato.com/hyderabad/zaika-bites-l-b-nagar/order,Zaika Bites,3.6,Fast Food,100
https://www.zomato.com/hyderabad/chandni-chowk-banjara-hills/order,Chandni Chowk,3.5,"Street Food, North Indian, Fast Food",100
https://www.zomato.com/hyderabad/alfa-sweets-1-masab-tank/order,Alfa Sweets,3.8,"Mithai, Desserts",100
https://www.zomato.com/hyderabad/mg-point-fast-food-chandrayanagutta/order,MG Point Fast Food,-,"Fast Food, North Indian, Chinese",100
https://www.zomato.com/hyderabad/eggiz-for-egg-lovers-rajendra-nagar/order,Eggiz - For Egg Lovers,3.2,"South Indian, Street Food, Fast Food, Chinese",100
https://www.zomato.com/hyderabad/the-rotii-makers-street-saroor-nagar/order,The Rotii Makers Street,3.8,"Andhra, South Indian",100
https://www.zomato.com/hyderabad/babai-express-lakdikapul/order,Babai Express,3.1,South Indian,100
https://www.zomato.com/hyderabad/creamy-n-creamy-ice-stone-1-banjara-hills/order,Creamy N Creamy Ice Stone,3.6,"Desserts, Ice Cream, Fast Food, Shake, Beverages, Waffle",100
https://www.zomato.com/hyderabad/jalebiwalas-mithai-bhandar-begum-bazaar/order,Jalebiwalas Mithai Bhandar,4,"Mithai, Street Food, Desserts",100
https://www.zomato.com/hyderabad/v-cafe-@-citadel-by-vinnca-rajendra-nagar/order,V Cafe @ Citadel By Vinnca,-,"North Indian, Chinese, Fast Food",100
https://www.zomato.com/hyderabad/d-lite-shakes-snacks-malakpet/order,D-Lite Shakes & Snacks,3.8,"Beverages, Momos, Shake, Street Food, Fast Food",100
https://www.zomato.com/hyderabad/break-the-bread-sandwiches-and-burgers-narayanguda/order,Break The Bread - Sandwiches And Burgers,4.1,"Fast Food, Beverages, Shake",100
https://www.zomato.com/hyderabad/truffle-tower-film-nagar/order,Truffle Tower,-,"Cafe, European, Italian, Pizza, Burger, Waffle, Tea, Coffee",100
https://www.zomato.com/hyderabad/fullfills-banjara-hills/order,FullFills,3.7,"Cafe, Healthy Food, Continental, Lebanese, Italian, Beverages, Shake, North Indian",100
https://www.zomato.com/hyderabad/7th-heaven-ameerpet/order,7th Heaven,3.7,"Bakery, Fast Food, Beverages, Ice Cream, Desserts, Shake, Pizza, Waffle",100
https://www.zomato.com/hyderabad/hkgn-chat-bhandar-falaknuma/order,HKGN Chat Bhandar,3.8,Street Food,100
https://www.zomato.com/hyderabad/the-gallery-cafe-khairatabad/order,The Gallery Cafe,4,"Cafe, Continental",250
https://www.zomato.com/hyderabad/mr-chaibaaz-narayanguda/order,Mr Chaibaaz,4,"Fast Food, Tea",250
