links,names,ratings,cuisine,price_for_one
https://www.zomato.com/hyderabad/ganesh-mithai-bhandar-saroor-nagar/order,Ganesh Mithai Bhandar,4,"Mithai, Street Food",350
https://www.zomato.com/hyderabad/om-best-paratha-dilsukhnagar/order,Om  Best Paratha,3.9,"North Indian, Chinese, Fast Food, Beverages, Sichuan, Pizza",350
https://www.zomato.com/hyderabad/grand-bawarchi-restaurant-falaknuma/order,Grand Bawarchi Restaurant,4.3,"North Indian, Chinese, Biryani",350
https://www.zomato.com/hyderabad/sri-vasavi-grand-mehdipatnam/order,Sri Vasavi Grand,3.7,"South Indian, Chinese, Sichuan",350
https://www.zomato.com/hyderabad/huber-holly-himayath-nagar/order,Huber & Holly,4.1,"Pizza, Fast Food, Pasta, Sandwich, Beverages, Shake, Ice Cream",350
https://www.zomato.com/hyderabad/conçu-banjara-hills/order,Conçu,4.3,"Cafe, Continental, Beverages",350
https://www.zomato.com/hyderabad/famous-tiffins-1-falaknuma/order,Famous Tiffins,4,South Indian,100
https://www.zomato.com/hyderabad/sri-amul-tiffin-centre-koti/order,Sri Amul Tiffin Centre,4.1,South Indian,100
https://www.zomato.com/hyderabad/black-pearl-hotel-central-park-himayath-nagar/order,Black Pearl - Hotel Central Park,3.9,"North Indian, Chinese, Mughlai, Seafood, Kebab, Biryani, Beverages, Sichuan",100
https://www.zomato.com/hyderabad/parathawala-malakpet/order,Parathawala,3.9,North Indian,100
https://www.zomato.com/hyderabad/firangi-bake-abids/order,Firangi Bake,4.3,"Mexican, Italian, Desserts, Pizza",100
https://www.zomato.com/hyderabad/a-balaji-santosh-dhaba-langer-houz/order,A Balaji Santosh Dhaba,4,"North Indian, Biryani, Chinese",100
https://www.zomato.com/hyderabad/hotel-abinand-grand-kacheguda/order,Hotel Abinand Grand,3.1,"North Indian, Chinese, Mughlai, Seafood, Andhra, Biryani, Desserts, Beverages",100
https://www.zomato.com/hyderabad/eclair-de-cake-himayath-nagar/order,Eclair De Cake,3.3,"Bakery, Desserts",100
https://www.zomato.com/hyderabad/vnr-fresh-juice-center-himayath-nagar/order,VNR Fresh Juice Center,3.6,"Beverages, Ice Cream, Salad",100
https://www.zomato.com/hyderabad/cupcake-bliss-cakes-desserts-banjara-hills/order,Cupcake Bliss Cakes & Desserts,4.1,"Bakery, Desserts",100
https://www.zomato.com/hyderabad/express-by-abs-banjara-hills/order,Express By ABs,4,"North Indian, Biryani, Mughlai, BBQ",100
https://www.zomato.com/hyderabad/coconut-juice-bar-tolichowki/order,Coconut Juice Bar,4,"Beverages, Shake, Ice Cream",100
https://www.zomato.com/hyderabad/bakers-q-amberpet/order,Bakers 'Q',4.1,"Bakery, Fast Food, Desserts, Sandwich, Burger, Rolls, Pizza",100
https://www.zomato.com/hyderabad/madhur-sweets-masab-tank/order,Madhur Sweets,4.5,"Mithai, Desserts",100
https://www.zomato.com/hyderabad/deccan-chef-nampally/order,Deccan Chef,4.1,Biryani,100
https://www.zomato.com/hyderabad/saudagar-kalyani-biryani-and-tahari-falaknuma/order,Saudagar Kalyani Biryani And Tahari,4.3,Biryani,100
https://www.zomato.com/hyderabad/cake-dlicious-dilsukhnagar/order,Cake D'licious,3.8,"Bakery, Desserts",100
https://www.zomato.com/hyderabad/rahuls-adda-attapur/order,Rahul's Adda,4,"South Indian, North Indian",100
https://www.zomato.com/hyderabad/warmoven-cake-desserts-banjara-hills/order,WarmOven Cake & Desserts,3.9,"Bakery, Desserts",100
https://www.zomato.com/hyderabad/balaji-mukesh-mithai-bhandar-saroor-nagar/order,Balaji Mukesh Mithai Bhandar,4.3,Mithai,100
https://www.zomato.com/hyderabad/salasar-chat-and-tiffins-center-falaknuma/order,Salasar Chat And Tiffins Center,4.2,"Street Food, South Indian",100
https://www.zomato.com/hyderabad/tea-time-rajendra-nagar/order,Tea Time,4,"Tea, Shake, Beverages, Street Food",100
https://www.zomato.com/hyderabad/nizams-khana-ghar-falaknuma/order,Nizams Khana Ghar,3.9,"South Indian, Chinese, Street Food",100
https://www.zomato.com/hyderabad/ghrelin-cafe-patisserie-basheer-bagh/order,Ghrelin Cafe & Patisserie,4.2,"Cafe, Continental, Italian, Fast Food, Pizza, Desserts, Beverages, Burger",100
https://www.zomato.com/hyderabad/the-exotic-shawarma-attapur/order,The Exotic Shawarma,4.1,"Fast Food, Beverages, Shake, Pizza, Momos, Shawarma",150
https://www.zomato.com/hyderabad/dessi-cuppa-dilsukhnagar/order,Dessi Cuppa,3.9,"Beverages, Fast Food",150
https://www.zomato.com/hyderabad/k-c-bakers-confectioners-1-himayath-nagar/order,K&C Bakers & Confectioners,3.8,"Bakery, Fast Food, Beverages, Pizza, Burger",150
https://www.zomato.com/hyderabad/makhni-brothers-masab-tank/order,Makhni Brothers,3.8,"North Indian, Kebab, Biryani, Awadhi, Hyderabadi, Modern Indian, Desserts, Beverages",150
https://www.zomato.com/hyderabad/sri-siddartha-pure-veg-nallakunta/order,Sri Siddartha Pure Veg,4.1,"South Indian, Beverages, Tea",150
https://www.zomato.com/hyderabad/five-star-dilsukhnagar/order,Five Star,3.4,"Fast Food, Roast Chicken",150
https://www.zomato.com/hyderabad/tawakkal-bakery-sweets-falaknuma/order,Tawakkal Bakery & Sweets,3.8,Mithai,150
https://www.zomato.com/hyderabad/ravi-tiffins-dilsukhnagar/order,Ravi Tiffins,4.1,South Indian,150
https://www.zomato.com/hyderabad/agra-mithai-ghar-restaurant-1-charminar/order,Agra Mithai Ghar & Restaurant,4.2,"Mithai, Fast Food, Street Food",150
https://www.zomato.com/hyderabad/ankapur-chicken-himayath-nagar/order,Ankapur Chicken,4.1,"South Indian, Hyderabadi",150
https://www.zomato.com/hyderabad/sri-raghavendra-curry-express-rtc-x-roads/order,Sri Raghavendra Curry Express,4.4,"South Indian, Beverages, Desserts",150
https://www.zomato.com/hyderabad/asoka-restaurant-koti/order,Asoka Restaurant,3.8,"North Indian, Chinese",150
https://www.zomato.com/hyderabad/natural-juice-cycle-chandrayanagutta/order,Natural Juice Cycle,4.3,"Beverages, Juices, Shake",100
https://www.zomato.com/hyderabad/dumont-somajiguda/order,Dumont,4.3,"Ice Cream, Beverages, Desserts, Shake, Tea",100
https://www.zomato.com/hyderabad/a-m-tiffin-centre-himayath-nagar/order,A.M. Tiffin Centre,4.3,South Indian,100
https://www.zomato.com/hyderabad/cakeland-sweets-bakery-chandrayanagutta/order,Cakeland Sweets & Bakery,3.7,"Bakery, Mithai, Fast Food, Desserts",100
https://www.zomato.com/hyderabad/sri-raghavendra-tiffins-kacheguda/order,Sri Raghavendra Tiffins,4,South Indian,100
https://www.zomato.com/hyderabad/momo-zone-the-momo-company-banjara-hills/order,Momo Zone - The Momo Company,2.7,Momos,100
https://www.zomato.com/hyderabad/vr-raghavendra-tiffins-rajendra-nagar/order,VR Raghavendra Tiffins,3.8,South Indian,100
https://www.zomato.com/hyderabad/keventers-milkshakes-desserts-banjara-hills/order,Keventers - Milkshakes & Desserts,4,"Beverages, Desserts, Ice Cream, Shake",100
https://www.zomato.com/hyderabad/makhni-brothers-dilsukhnagar/order,Makhni Brothers,3.7,"North Indian, Kebab, Biryani, Hyderabadi, Mughlai, Desserts",100
https://www.zomato.com/hyderabad/punjab-restaurant-nampally/order,Punjab Restaurant,4.2,"North Indian, Biryani, Chinese, Mughlai, Andhra, Beverages",100
https://www.zomato.com/hyderabad/the-dessert-zone-banjara-hills/order,The Dessert Zone,3.9,"Desserts, Shake",100
https://www.zomato.com/hyderabad/cakes-online-dilsukhnagar/order,Cakes Online,3.5,"Bakery, Ice Cream, Desserts",100
https://www.zomato.com/hyderabad/sh-shawarma-amberpet/order,Sh Shawarma,4.3,"Fast Food, Momos, Shawarma",150
https://www.zomato.com/hyderabad/snehitha-restaurant-musheerabad/order,Snehitha Restaurant,4.3,"South Indian, North Indian, Chinese, Fast Food, Beverages, Shake",150
https://www.zomato.com/hyderabad/kaati-zone-rolls-and-wraps-1-banjara-hills/order,Kaati Zone Rolls And Wraps,4.3,"Rolls, Fast Food, Sichuan",150
https://www.zomato.com/hyderabad/tif-in-attapur/order,Tif In,3.5,South Indian,150
https://www.zomato.com/hyderabad/dine-hill-masab-tank/order,Dine Hill,4,"North Indian, Chinese",150
https://www.zomato.com/hyderabad/sahadeva-reddy-pure-ghee-sweets-dilsukhnagar/order,Sahadeva Reddy Pure Ghee Sweets,4.2,"Mithai, Street Food, Fast Food",150
https://www.zomato.com/hyderabad/coffee-and-more-banjara-hills/order,Coffee And More,4.3,"Fast Food, Coffee, Beverages",150
https://www.zomato.com/hyderabad/meals101-kothapet/order,Meals101,3.6,"Asian, North Indian, Chinese, Mexican, Italian, Desserts, Beverages, Sichuan",150
https://www.zomato.com/hyderabad/sri-sai-ram-darshini-tiffins-meals-saroor-nagar/order,Sri Sai Ram Darshini Tiffins & Meals,4,South Indian,150
https://www.zomato.com/hyderabad/madina-tiffins-malakpet/order,Madina Tiffins,4.1,South Indian,150
https://www.zomato.com/hyderabad/haji-ali-fresh-fruit-juices-srinagar-colony/order,Haji Ali Fresh Fruit Juices,4.3,"Beverages, Fast Food, Pizza",150
https://www.zomato.com/hyderabad/noodle-house-amberpet/order,Noodle House,3.9,"Chinese, Sichuan",150
https://www.zomato.com/hyderabad/sri-raghavendra-tiffin-centre-dilsukhnagar/order,Sri Raghavendra Tiffin Centre,3.9,South Indian,100
https://www.zomato.com/hyderabad/45th-avenue-film-nagar/order,45th Avenue,4.1,"Cafe, Coffee, Burger, Sandwich, Beverages, Desserts, Tea, Continental",100
https://www.zomato.com/hyderabad/phulkaas-indian-mughlai-musheerabad/order,Phulkaas - Indian & Mughlai,3.6,"Mughlai, North Indian, Andhra, Kebab",100
https://www.zomato.com/hyderabad/mahalaxmi-tiffin-centre-nampally/order,Mahalaxmi Tiffin Centre,4.1,South Indian,100
https://www.zomato.com/hyderabad/bismillah-hotel-musheerabad/order,Bismillah Hotel,3.7,"South Indian, Biryani",100
https://www.zomato.com/hyderabad/swagth-hotel-charminar/order,Swagth Hotel,4.3,"North Indian, South Indian, Chinese, Desserts",100
https://www.zomato.com/hyderabad/cakes11-kothapet/order,CAKES11,3.5,Bakery,100
https://www.zomato.com/hyderabad/veggie-chinese-abids/order,Veggie Chinese,4.1,"Chinese, North Indian, Biryani",100
https://www.zomato.com/hyderabad/shiva-sai-reddy-sweets-chaat-saroor-nagar/order,Shiva Sai Reddy Sweets & Chaat,4.4,"Mithai, Street Food",100
https://www.zomato.com/hyderabad/south-india-tiffins-meals-fast-food-adda-chandrayanagutta/order,South India Tiffins Meals & Fast Food Adda,4.3,"Biryani, Chinese",100
https://www.zomato.com/hyderabad/taiba-bakery-cafe-masab-tank/order,Taiba Bakery & Cafe,4.1,"Bakery, Fast Food, South Indian, Beverages, Shake, Pizza, Burger, Tea",100
https://www.zomato.com/hyderabad/balaji-santosh-dhaba-rajendra-nagar/order,Balaji Santosh Dhaba,3.9,"Biryani, North Indian, Chinese",100
https://www.zomato.com/hyderabad/hyderabad-tiffin-centre-2-charminar/order,Hyderabad Tiffin Centre,4.3,South Indian,50
https://www.zomato.com/hyderabad/delicious-dosa-dilsukhnagar/order,Delicious Dosa,4.1,South Indian,50
https://www.zomato.com/hyderabad/indiana-burgers-1-banjara-hills/order,Indiana Burgers,4,Burger,50
https://www.zomato.com/hyderabad/swathi-coffee-shop-himayath-nagar/order,Swathi Coffee Shop,4.1,"North Indian, Chinese, South Indian, Beverages",50
https://www.zomato.com/hyderabad/north-food-factory-rajendra-nagar/order,North Food Factory,3.9,"North Indian, Fast Food",50
https://www.zomato.com/hyderabad/a2-fast-food-ramanthapur/order,A2 Fast Food,3.9,"Chinese, North Indian",50
https://www.zomato.com/hyderabad/teju-mess-khairatabad/order,Teju Mess,3.6,"South Indian, North Indian, Biryani, Hyderabadi, Chinese",50
https://www.zomato.com/hyderabad/annapurna-mess-1-kothapet/order,Annapurna Mess,3.6,"Hyderabadi, Chinese",50
https://www.zomato.com/hyderabad/the-chocolate-room-1-attapur/order,The Chocolate Room,3.9,"Cafe, Italian, Mexican, Fast Food, Desserts, Beverages, Sichuan, Pizza",50
https://www.zomato.com/hyderabad/gelatica-gelato-ice-cream-saroor-nagar/order,Gelatica Gelato - Ice Cream,4,"Ice Cream, Desserts, Healthy Food",50
https://www.zomato.com/hyderabad/de-cafe-studio-malakpet/order,De Cafe Studio,3.6,"Cafe, Fast Food, Burger, Chinese, Sandwich, Desserts, Shake, Beverages",50
https://www.zomato.com/hyderabad/samosa-party-dilsukhnagar/order,Samosa Party,4,"Street Food, Beverages",50
https://www.zomato.com/hyderabad/cakes-king-dilsukhnagar/order,Cakes King,3.7,"Bakery, Ice Cream, Desserts",300
https://www.zomato.com/hyderabad/gayathri-curry-point-narayanguda/order,Gayathri Curry Point,3.5,South Indian,300
https://www.zomato.com/hyderabad/bench-cafe-restaurant-abids/order,Bench Cafe & Restaurant,4.2,"Cafe, Chinese, Fast Food, Beverages, Sichuan, Pizza, Burger, Momos",300
https://www.zomato.com/hyderabad/theory-cafe-dessert-bar-jubilee-hills/order,Theory Cafe & Dessert Bar,4.1,"Cafe, Fast Food, Desserts, Beverages, Shake, Tea",300
https://www.zomato.com/hyderabad/flying-spaghetti-monster-banjara-hills/order,Flying Spaghetti Monster,4.2,"Italian, Beverages, Pizza",300
https://www.zomato.com/hyderabad/feranoz-banjara-hills/order,Feranoz,4.4,"Cafe, Bakery, Desserts, Pizza, Fast Food, Beverages, Italian",300
https://www.zomato.com/hyderabad/mehfil-biryani-by-zakir-khan-masab-tank/order,Mehfil Biryani By Zakir Khan,3.5,"Biryani, Mughlai, Lucknowi, Hyderabadi, Kebab, North Indian, Desserts, Beverages",300
https://www.zomato.com/hyderabad/teas-n-more-himayath-nagar/order,Tea's N More,3.5,"Fast Food, Street Food, Tea, Pizza, Sandwich",300
https://www.zomato.com/hyderabad/qvinch-1-attapur/order,Qvinch,3.8,"Beverages, Juices, Shake, Salad, Pizza, Desserts, Healthy Food, Sandwich",300
https://www.zomato.com/hyderabad/sri-balaji-mithai-bhandar-1-saroor-nagar/order,Sri Balaji Mithai Bhandar,4.3,"Mithai, Street Food",300
https://www.zomato.com/hyderabad/garamm-chai-cafe-dilsukhnagar/order,Garamm Chai Cafe,4.1,"Fast Food, Burger, Sandwich, Street Food, Chinese, Pizza, Beverages, Sichuan",300
https://www.zomato.com/hyderabad/new-delhi-mithai-wala-musheerabad/order,New Delhi Mithai Wala,4.1,"Mithai, Street Food",300
https://www.zomato.com/hyderabad/pizza-stories-charminar/order,Pizza Stories,3.1,Pizza,200
https://www.zomato.com/hyderabad/aangan-yaatri-nivas-sp-road-secunderabad/order,Aangan - Yaatri Nivas,4.1,"North Indian, Andhra, Chinese, Beverages, Desserts",200
https://www.zomato.com/hyderabad/tara-juice-world-malakpet/order,Tara Juice World,4.1,"Beverages, Juices, Shake",200
https://www.zomato.com/hyderabad/hameedi-confectioner-nampally/order,Hameedi Confectioner,4.5,"Mithai, Desserts",200
https://www.zomato.com/hyderabad/new-balaji-santosh-family-dhaba-rajendra-nagar/order,New Balaji Santosh Family Dhaba,3.9,"Fast Food, Chinese, North Indian",200
https://www.zomato.com/hyderabad/50-fruits-mehdipatnam/order,50 Fruits,4.2,"Beverages, Street Food, Sandwich, Salad, Shake, Juices",200
https://www.zomato.com/hyderabad/aarth-authentic-claypot-biryanis-kothapet/order,Aarth - Authentic Claypot Biryanis,3.9,"Biryani, Hyderabadi, Kebab",200
https://www.zomato.com/hyderabad/chotus-the-food-people-attapur/order,Chotu's - The Food People,4.1,"North Indian, Chinese",200
https://www.zomato.com/hyderabad/lunchbox-meals-and-thalis-1-saroor-nagar/order,LunchBox - Meals and Thalis,4,"North Indian, Healthy Food",200
https://www.zomato.com/hyderabad/splurge-thickshakes-and-milkshakes-1-himayath-nagar/order,Splurge - Thickshakes And Milkshakes,3.5,"Shake, Beverages",200
https://www.zomato.com/hyderabad/burger-it-up-1-banjara-hills/order,Burger It Up,4.2,"Burger, Fast Food, Beverages, Shake",200
https://www.zomato.com/hyderabad/seasons-xprs-banjara-hills/order,Seasons Xprs,4.2,"Lebanese, Arabian, Rolls, Fast Food, Pizza",200
https://www.zomato.com/hyderabad/the-hole-in-the-wall-cafe-jubilee-hills/order,The Hole in The Wall Cafe,4.1,"Cafe, American, Italian, Beverages, Fast Food, Shake, Burger, Waffle",250
https://www.zomato.com/hyderabad/the-waffle-co-2-himayath-nagar/order,The Waffle Co,4.1,"Waffle, Pancake, Beverages, Shake",250
https://www.zomato.com/hyderabad/royal-tiffin-centre-tolichowki/order,Royal Tiffin Centre,4,"South Indian, Street Food, Beverages",250
https://www.zomato.com/hyderabad/paradise-fast-food-juice-mehdipatnam/order,Paradise Fast Food & Juice,3.7,"North Indian, South Indian, Chinese, Kebab, Sichuan",250
https://www.zomato.com/hyderabad/new-babar-bakery-2-falaknuma/order,New Babar Bakery,4,"Fast Food, Bakery, Desserts",250
https://www.zomato.com/hyderabad/sivaramareddy-ghee-sweets-chat-kothapet/order,Sivaramareddy Ghee Sweets & Chat,4.3,"Mithai, Street Food, Fast Food",250
https://www.zomato.com/hyderabad/m-s-tiffin-chat-abids/order,M S Tiffin & Chat,4.1,"South Indian, Biryani",250
https://www.zomato.com/hyderabad/new-satyanarayan-mithai-bhandar-begum-bazaar/order,New Satyanarayan Mithai Bhandar,4.1,"Mithai, Desserts",250
https://www.zomato.com/hyderabad/the-funnel-hill-creamery-jubilee-hills/order,The Funnel Hill Creamery,4.1,"Cafe, Fast Food, Waffle, Pancake, Coffee, Beverages",250
https://www.zomato.com/hyderabad/mom-special-attapur/order,Mom Special,4.2,"North Indian, South Indian",250
https://www.zomato.com/hyderabad/the-burrito-bowl-himayath-nagar/order,The Burrito Bowl,4,Healthy Food,250
https://www.zomato.com/hyderabad/continue-night-way-1-falaknuma/order,Continue Night Way,3.6,North Indian,250
https://www.zomato.com/hyderabad/superly-the-cosmo-cafe-rtc-x-roads/order,Superly - The Cosmo Cafe,3.4,"Fast Food, Pizza, Momos",200
https://www.zomato.com/hyderabad/shero-home-food-chettinad-mehdipatnam/order,Shero Home Food - Chettinad,4,South Indian,200
https://www.zomato.com/hyderabad/prathi-roju-inti-meals-curries-dilsukhnagar/order,Prathi Roju Inti Meals Curries,3.3,South Indian,200
https://www.zomato.com/hyderabad/agra-sweets-adikmet/order,Agra Sweets,4.2,"Mithai, Street Food",200
https://www.zomato.com/hyderabad/meals101-masab-tank/order,Meals101,3.5,"Asian, North Indian, Chinese, Mexican, Italian, Desserts, Beverages, Sichuan",200
https://www.zomato.com/hyderabad/sri-vaibhav-tiffins-dilsukhnagar/order,Sri Vaibhav Tiffins,4.2,South Indian,200
https://www.zomato.com/hyderabad/qaffeine-by-ohris-malakpet/order,Qaffeine By Ohri's,4.4,"Cafe, Fast Food, Wraps, Pizza, Beverages, Shake, Desserts",200
https://www.zomato.com/hyderabad/balaji-hukmichand-mithai-bhandar-saroor-nagar/order,Balaji Hukmichand Mithai Bhandar,4.3,"Mithai, Street Food",200
https://www.zomato.com/hyderabad/lingaiah-tiffin-center-nampally/order,Lingaiah Tiffin Center,4.4,South Indian,200
https://www.zomato.com/hyderabad/balaji-mithai-bhandar-meerpet/order,Balaji Mithai Bhandar,4.3,"Mithai, Desserts",200
https://www.zomato.com/hyderabad/italian-hub-charminar/order,Italian Hub,3.9,"Pizza, Fast Food",200
https://www.zomato.com/hyderabad/pallavi-tiffin-centre-1-attapur/order,Pallavi Tiffin Centre,4.2,South Indian,200
https://www.zomato.com/hyderabad/swathi-mess-dhaba-koti/order,Swathi Mess & Dhaba,4.1,"North Indian, Chinese, Sichuan",100
https://www.zomato.com/hyderabad/sanjos-donuts-banjara-hills/order,Sanjos Donuts,4,"Fast Food, Beverages, Desserts",100
https://www.zomato.com/hyderabad/juice-splash-ghansi-bazaar/order,Juice Splash,4.1,"Beverages, Juices, Shake",100
https://www.zomato.com/hyderabad/15-andra-pappu-currys-meals-dilsukhnagar/order,15 Andra Pappu Currys & Meals,3.5,"South Indian, North Indian, Andhra",100
https://www.zomato.com/hyderabad/ramadevi-curry-point-mess-dilsukhnagar/order,Ramadevi Curry Point & Mess,3.5,"South Indian, Biryani, North Indian",100
https://www.zomato.com/hyderabad/vasudo-dhaba-inn-pg-road-secunderabad/order,Vasudo Dhaba Inn,4.1,"North Indian, Chinese",100
https://www.zomato.com/hyderabad/sahadeva-reddys-chinese-kitchen-dilsukhnagar/order,Sahadeva Reddy's Chinese Kitchen,3.7,"Chinese, Sichuan",100
https://www.zomato.com/hyderabad/slurpy-shakes-banjara-hills/order,Slurpy Shakes,4,"Beverages, Desserts, Bakery, Shake",100
https://www.zomato.com/hyderabad/low-budget-curry-point-dilsukhnagar/order,Low Budget Curry Point,4,North Indian,100
https://www.zomato.com/hyderabad/singhs-pure-veg-restaurant-mg-road-secunderabad/order,Singh's Pure Veg Restaurant,3.9,"North Indian, Chinese",100
https://www.zomato.com/hyderabad/balaji-mahesh-mithai-bhandar-masab-tank/order,Balaji Mahesh Mithai Bhandar,4.3,"Mithai, Street Food",100
https://www.zomato.com/hyderabad/the-brooklyn-creamery-healthy-ice-cream-2-banjara-hills/order,The Brooklyn Creamery - Healthy Ice Cream,4,"Ice Cream, Desserts",100
https://www.zomato.com/hyderabad/rhm-bakers-2-adikmet/order,RHM Bakers,3.2,"Bakery, Fast Food, Shake, Beverages",50
https://www.zomato.com/hyderabad/apple-cut-fast-food-juice-center-himayath-nagar/order,Apple Cut Fast Food & Juice Center,4.1,Juices,50
https://www.zomato.com/hyderabad/10-rupee-meals-dilsukhnagar/order,10 Rupee Meals,3.4,"South Indian, North Indian, Beverages",50
https://www.zomato.com/hyderabad/fat-tiger-banjara-hills/order,Fat Tiger,3.5,"Fast Food, Beverages, Coffee, Pizza, Burger, Momos, Tea",50
https://www.zomato.com/hyderabad/masala-medley-necklace-road/order,Masala Medley,4,"North Indian, Chinese, Sichuan",50
https://www.zomato.com/hyderabad/a1-fast-food-and-nahari-centre-charminar/order,A1 Fast Food And Nahari Centre,3.5,"Chinese, Mughlai",50
https://www.zomato.com/hyderabad/ur-life-cafe-jubilee-hills/order,UR Life Cafe,4,"Cafe, Continental, Healthy Food, Italian, Pizza, Tea",50
https://www.zomato.com/hyderabad/rahul-tiffin-fast-food-centre-himayath-nagar/order,Rahul Tiffin & Fast Food Centre,3.5,South Indian,50
https://www.zomato.com/hyderabad/summer-land-nampally/order,Summer Land,4.3,"Salad, Desserts, Beverages, Shake",50
https://www.zomato.com/hyderabad/wholesale-bakery-l-b-nagar/order,Wholesale Bakery,3.9,"Bakery, Desserts, Fast Food, Burger, Shawarma",50
https://www.zomato.com/hyderabad/té-a-tea-tradition-kacheguda/order,Té - A Tea Tradition,4.2,"Tea, Beverages, Fast Food, Shake, Coffee",50
https://www.zomato.com/hyderabad/swastik-udupi-veg-1-nampally/order,Swastik Udupi Veg,3.6,"North Indian, South Indian, Chinese",50
https://www.zomato.com/hyderabad/jamies-pizzeria-by-jamie-oliver-jubilee-hills/order,Jamie's Pizzeria By Jamie Oliver,3.9,"Pizza, Italian",350
https://www.zomato.com/hyderabad/dostea-somajiguda/order,Dostea,4.2,"Beverages, Street Food, Shake, Sandwich, Tea",350
https://www.zomato.com/hyderabad/feel-in-saudia-shawarma-malakpet/order,Feel In Saudia Shawarma,4.3,Shawarma,350
https://www.zomato.com/hyderabad/bikaner-mithaiwala-langer-houz/order,Bikaner Mithaiwala,3.7,"Mithai, Street Food",350
https://www.zomato.com/hyderabad/freshygiene@365-1-kothapet/order,FresHygiene@365,3.9,North Indian,350
https://www.zomato.com/hyderabad/moghals-tiffin-centre-falaknuma/order,Moghal's Tiffin Centre,4,South Indian,350
https://www.zomato.com/hyderabad/hotel-miskeen-ghansi-bazaar/order,Hotel Miskeen,4.1,"Mughlai, Hyderabadi",350
https://www.zomato.com/hyderabad/roti-express-dilsukhnagar/order,Roti Express,-,North Indian,350
https://www.zomato.com/hyderabad/cakes-pastries-1-dilsukhnagar/order,Cakes & Pastries,4,"Bakery, Desserts",350
https://www.zomato.com/hyderabad/vinayak-tiffins-nallakunta/order,Vinayak Tiffins,4.1,South Indian,350
https://www.zomato.com/hyderabad/naseeb-hotel-1-mehdipatnam/order,Naseeb Hotel,3.8,Hyderabadi,350
https://www.zomato.com/hyderabad/anupama-hotel-veg-non-veg-lakdikapul/order,Anupama Hotel Veg & Non Veg,3.7,"Hyderabadi, Biryani",350
https://www.zomato.com/hyderabad/delhiwala-sweets-chat-mehdipatnam/order,Delhiwala Sweets & Chat,4.1,"Mithai, Street Food",150
https://www.zomato.com/hyderabad/kouzina-kafe-the-food-court-1-banjara-hills/order,Kouzina Kafe - The Food Court,3.8,"Fast Food, Bakery, Desserts, Shake",150
https://www.zomato.com/hyderabad/gourmet-ice-cream-cakes-by-baskin-robbins-l-b-nagar/order,Gourmet Ice Cream Cakes By Baskin Robbins,4.2,"Bakery, Desserts, Ice Cream",150
https://www.zomato.com/hyderabad/new-delhi-mithaiwala-adikmet/order,New Delhi Mithaiwala,4.1,"Mithai, Street Food",150
https://www.zomato.com/hyderabad/pvr-café-malakpet/order,PVR Café,3.5,"Fast Food, Momos, Beverages",150
https://www.zomato.com/hyderabad/ritz-food-world-langer-houz/order,Ritz Food World,4,"Fast Food, Desserts, Beverages",150
https://www.zomato.com/hyderabad/juice-box-mehdipatnam/order,Juice Box,3.9,"Beverages, Sandwich, Desserts, Shake, Healthy Food",150
https://www.zomato.com/hyderabad/van-lavino-jubilee-hills/order,Van Lavino,4.2,"Cafe, Desserts, Pizza, Burger, Waffle, Tea",150
https://www.zomato.com/hyderabad/sri-siddhi-vinayaka-tiffins-meals-sweets-dilsukhnagar/order,"Sri Siddhi Vinayaka Tiffins, Meals & Sweets",4.2,South Indian,150
https://www.zomato.com/dosa-king-the-taste-of-south-f/order,Dosa King - The Taste Of South,3.9,South Indian,150
https://www.zomato.com/hyderabad/paris-waffle-co-himayath-nagar/order,Paris Waffle Co.,3,"Waffle, Desserts",150
https://www.zomato.com/hyderabad/new-al-madina-hotel-saroor-nagar/order,New Al Madina Hotel,-,"Mughlai, Chinese",150
https://www.zomato.com/hyderabad/swathi-tiffiens-somajiguda-somajiguda/order,Swathi Tiffiens Somajiguda,3.7,"Chinese, Beverages, Shake",100
https://www.zomato.com/hyderabad/dosa-house-restaurant-1-masab-tank/order,Dosa House Restaurant,4.3,South Indian,100
https://www.zomato.com/hyderabad/bagara-rice-and-curries-center-dilsukhnagar/order,Bagara Rice And Curries Center,3.5,Andhra,100
https://www.zomato.com/hyderabad/dude-restaurant-dilsukhnagar/order,Dude Restaurant,3.5,"Chinese, Lebanese, Biryani",100
https://www.zomato.com/hyderabad/sanwariya-mithai-wala-attapur/order,Sanwariya Mithai Wala,4.3,"Mithai, Street Food",100
https://www.zomato.com/hyderabad/mamatha-darshini-koti/order,Mamatha Darshini,4,South Indian,100
https://www.zomato.com/hyderabad/wok-on-by-phulkaas-musheerabad/order,Wok On! By Phulkaas,4.1,"Chinese, Sichuan, Momos",100
https://www.zomato.com/hyderabad/cakes-king-1-banjara-hills/order,Cakes King,3.6,"Bakery, Ice Cream, Desserts",100
https://www.zomato.com/hyderabad/shyam-singh-chat-bhandar-1-begum-bazaar/order,Shyam Singh Chat Bhandar,3.7,"Street Food, Fast Food",100
https://www.zomato.com/hyderabad/meethe-miya-1-banjara-hills/order,Meethe Miya,4.2,Mithai,100
https://www.zomato.com/hyderabad/burger-eats-1-dilsukhnagar/order,Burger Eats,3.9,"Fast Food, Beverages, Biryani, Desserts, Burger",100
https://www.zomato.com/hyderabad/sri-ruchulu-adikmet/order,Sri Ruchulu,3.7,South Indian,100
